x1,y1,z1,f1,x2,y2,z2,f2,x3,y3,z3,f3,x4,y4,z4,f4,x5,y5,z5,f5
0.48662093,-16.707436,16.547258,24912518_zurich_airport_to_bern_airport.csv,-3.1490707,6.6074753,-3.253567,2491180c_sao_vang_tho_xuan_airport_to_ho_chi_minh_city_international_airport.csv,3.8376906,22.714962,-0.5898087,,-13.899391,-11.640896,-7.8527813,24913e0e_delhi_indira_gandhi_international_airport_to_jaipur_airport.csv,18.6435,-5.5701585,-15.852322,2491191d_los_angeles_international_airport_to_seoul_incheon_international_airport.csv
-1.3377995,3.9636662,17.118948,249101d0_miyazaki_airport_to_miyazaki_airport.csv,2.1156309,-3.1551614,-22.006416,24910624_munich_airport_to_ljubljana_joze_pucnik_airport.csv,7.4344153,19.330896,2.2234406,,6.0326953,-8.430977,-4.930974,249108bf_haikou_meilan_international_airport_to_wuhan_tianhe_international_airport.csv,20.650614,-4.360845,-17.06496,2491370d_shanghai_pudong_international_airport_to_san_francisco_international_airport.csv
4.8611145,-15.725528,17.891052,249112aa_nuremberg_airport_to_bremen_airport.csv,3.128933,5.417691,-4.292976,24910b01_chongqing_jiangbei_international_airport_to_lhasa_gonggar_airport.csv,-8.9000225,13.6138115,-9.666742,,-14.1421995,-15.868239,2.4038606,24911f86_barcelona_el_prat_airport_to_palma_de_mallorca_airport.csv,17.300724,-3.3141875,-16.220705,24910108_tokyo_narita_international_airport_to_anchorage_ted_stevens_international_airport.csv
-6.972263,9.2724695,13.523744,24913a78_roskilde_airport_to_copenhagen_sea_airport.csv,19.96385,3.828357,5.210819,24912854_bucharest_henri_coanda_international_airport_to_tangier_ibn_battouta_airport.csv,3.618905,19.749065,-16.375593,,-0.93308824,-22.502779,-2.4313004,24910ea8_shenzhen_bao'an_international_airport_to_guiyang_longdongbao_international_airport.csv,16.862898,-4.380584,-17.500385,24913ba6_anchorage_ted_stevens_international_airport_to_osaka_kansai_international_airport.csv
7.5274906,-5.1585264,18.181566,24911a4d_shanghai_hongqiao_international_airport_to_wuxi_sunan_shuofang_international_airport.csv,18.96047,-5.0605526,-0.88647157,24911dfc_kuala_lumpur_international_airport_to_kuching_international_airport.csv,-7.468586,17.237968,-6.4225817,,-12.242291,-11.843374,-7.885855,24910fd2_christchurch_international_airport_to_invercargill_airport.csv,17.299187,-3.812737,-16.329304,249113c6_seoul_incheon_international_airport_to_anchorage_ted_stevens_international_airport.csv
3.0859852,9.797607,15.646057,24911f11_copenhagen_sea_airport_to_aarhus_sea_airport.csv,9.169795,-7.3331914,3.7097406,24910285_jinan_yaoqiang_international_airport_to_harbin_taiping_international_airport.csv,9.597699,16.52818,-12.531859,,-8.987016,-21.832657,-5.149767,249125a0_cheongju_international_airport_to_jeju_international_airport.csv,20.518658,-3.6637685,-17.465284,249117f4_shanghai_pudong_international_airport_to_anchorage_ted_stevens_international_airport.csv
4.904966,5.6751647,20.379278,249121e2_antwerp_international_airport_to_brussels_airport.csv,1.1693211,-4.4718914,4.994841,24911a71_shenzhen_bao'an_international_airport_to_kunming_changshui_international_airport.csv,11.05953,20.329899,-3.4441895,,3.3841324,-20.455107,-1.4727994,24910550_qingdao_liuting_international_airport_to_shanghai_hongqiao_international_airport.csv,17.099379,-4.5422316,-17.350143,2491141b_anchorage_ted_stevens_international_airport_to_seoul_incheon_international_airport.csv
8.050133,-8.244905,18.808855,24913016_zurich_airport_to_bern_airport.csv,20.47203,-11.950918,3.4110808,249121d3_hanoi_noi_bai_international_airport_to_ho_chi_minh_city_international_airport.csv,4.824128,20.753946,2.022333,,10.884358,-17.799112,-5.46004,24911191_nantong_xingdong_airport_to_chongqing_jiangbei_international_airport.csv,18.777811,-3.4826412,-17.246355,249121d2_honolulu_international_airport_to_seoul_incheon_international_airport.csv
-9.512865,2.6405356,8.123171,2491038f_ras_al_khaimah_international_airport_to_ras_al_khaimah_international_airport.csv,16.360338,-1.5646814,5.913544,249102f1_chicago_o'hare_international_airport_to_los_angeles_international_airport.csv,8.578403,10.896764,0.9524115,,13.341215,-14.857666,-12.531384,2491015d_jeju_international_airport_to_seoul_gimpo_international_airport.csv,17.472977,-4.376629,-16.570024,2491043c_hong_kong_international_airport_to_anchorage_ted_stevens_international_airport.csv
7.9867864,-6.776567,21.175442,24910c86_mianyang_nanjiao_airport_to_mianyang_nanjiao_airport.csv,20.354597,8.35741,3.3433304,249134b8_tokyo_narita_international_airport_to_guam_antonio_b._won_pat_international_airport.csv,4.851566,16.716412,-16.560215,,-2.9139237,-21.86034,-4.2707047,249119a1_wuhan_tianhe_international_airport_to_wenzhou_longwan_international_airport.csv,20.792923,-6.5012493,-14.950487,2491064c_shanghai_pudong_international_airport_to_new_york_john_f._kennedy_international_airport.csv
-2.2639768,5.19868,20.664923,24915007_siegen_siegerland_airport_to_cologne_bonn_airport.csv,0.47904,10.243611,-1.4476042,24913e9d_jieyang_chaoshan_international_airport_to_tianjin_binhai_international_airport.csv,5.976803,11.23087,-13.965875,,-5.708528,-22.426102,-1.5439595,249109e4_bangkok_don_mueang_international_airport_to_khon_kaen_airport.csv,20.878752,-3.3799095,-17.74128,24913448_tokyo_narita_international_airport_to_los_angeles_international_airport.csv
-15.726808,6.192965,5.1732593,2491381f_emden_airport_to_norderney_airport.csv,3.1122622,3.812265,4.3617167,249137ed_louisville_international_airport_to_new_york_john_f._kennedy_international_airport.csv,-3.0463688,19.886065,-0.95422775,,-12.635317,-16.089962,9.890378,249137ab_billings_logan_international_airport_to_butte_bert_mooney_airport.csv,20.770166,-6.3129144,-15.2364,24912338_beijing_capital_international_airport_to_toronto_pearson_international_airport.csv
-1.506363,-14.323378,13.097308,24913a1f_athens_eleftherios_venizelos_to_mykonos_island_national_airport.csv,17.667774,-1.5409093,2.8679943,24911aef_manaus_eduardo_gomes_international_airport_to_sao_paulo_guarulhos_international_airport.csv,6.1569624,17.37801,-15.745201,,4.039237,-16.743153,-11.761356,249104cd_urumqi_diwopu_international_airport_to_aksu_airport.csv,20.712906,-3.7113273,-17.480373,2491333e_tokyo_haneda_international_airport_to_los_angeles_international_airport.csv
-4.3323274,5.333932,16.830055,24911237_elizabethtown_regional_airport_to_elizabethtown_regional_airport.csv,-1.8623089,-5.672151,5.0406103,249132fb_ordos_ejin_horo_airport_to_lanzhou_zhongchuan_international_airport.csv,11.649724,19.843958,-5.2490544,,-12.231956,-17.136366,12.37193,24910d3b_port_hedland_international_airport_to_karratha_airport.csv,21.196856,-3.1133335,-18.000109,2491046f_shanghai_pudong_international_airport_to_los_angeles_international_airport.csv
2.6181366,4.3551664,19.714306,24912ad8_antwerp_international_airport_to_brussels_airport.csv,-8.037777,-6.301079,-21.0578,24913b8c_nanjing_lukou_international_airport_to_chengdu_shuangliu_international_airport.csv,7.1344366,22.580036,-1.6748576,,-9.7136,-14.185134,-4.8057714,24912042_aksu_airport_to_urumqi_diwopu_international_airport.csv,20.723726,-4.4264493,-17.045792,24911965_los_angeles_international_airport_to_guangzhou_baiyun_international_airport.csv
-12.534443,8.552326,6.818043,249126cf_kortrijk_wevelgem_international_airport_to_kortrijk_wevelgem_international_airport.csv,3.1872704,2.849349,-11.644907,24913471_haikou_meilan_international_airport_to_zhengzhou_xinzheng_international_airport.csv,4.9742293,24.342478,-7.4141035,,-2.0314248,-22.550522,0.46385056,24911d1c_shijiazhuang_zhengding_international_airport_to_hohhot_baita_international_airport.csv,19.728905,-5.655137,-16.020445,249120b4_los_angeles_international_airport_to_hong_kong_international_airport.csv
-7.426327,1.9849007,17.975592,24910255_hayward_executive_airport_to_hayward_executive_airport.csv,21.517252,8.118588,4.899493,24910b82_el_paso_international_airport_to_miami_international_airport.csv,9.8057995,11.742417,-9.523799,,5.596632,-11.597701,-14.977003,24911182_jakarta_soekarno_hatta_international_airport_to_dili_presidente_nicolau_lobato_international_airport.csv,17.009706,-4.459789,-17.268064,24913b66_anchorage_ted_stevens_international_airport_to_seoul_incheon_international_airport.csv
-3.7859888,8.83242,13.968801,2491226e_roskilde_airport_to_copenhagen_airport.csv,19.709085,5.7740645,8.134034,24910ee0_shenzhen_bao'an_international_airport_to_bishkek_manas_international_airport.csv,10.067799,11.574831,0.5259475,,1.3434104,-22.22477,-7.154212,249106d4_kunming_changshui_international_airport_to_ninglang_luguhu_airport.csv,17.46178,-4.0201473,-16.147835,24910426_hong_kong_international_airport_to_anchorage_ted_stevens_international_airport.csv
