x1,y1,f1,x2,y2,f2,x3,y3,f3,x4,y4,f4,x5,y5,f5
-46.604435,49.761513,24912308_gothenburg_city_airport_to_trollhattan_vanersborg_airport.csv,16.055267,-54.74736,24913967_groote_eylandt_airport_to_brisbane_airport.csv,-69.37094,6.5090322,,73.07293,22.676332,24911e39_seoul_gimpo_international_airport_to_jeju_international_airport.csv,85.37839,37.116894,24910fcb_anchorage_ted_stevens_international_airport_to_hong_kong_international_airport.csv
49.56356,38.97137,24911440_townsville_airport_to_townsville_airport.csv,-24.8568,18.056044,24910804_winston-salem_smith_reynolds_airport_to_lexington_blue_grass_airport.csv,-76.84803,-18.775534,,-34.913055,-53.033607,249120c2_helsinki_vantaa_airport_to_st._petersburg_pulkovo_airport.csv,86.07172,35.141926,24910234_tokyo_narita_international_airport_to_san_francisco_international_airport.csv
-38.060223,59.657303,24910aeb_rock_springs_sweetwater_county_airport_to_rock_springs_sweetwater_county_airport.csv,-29.434324,-9.759518,24913446_zhuhai_jinwan_airport_to_chongqing_jiangbei_international_airport.csv,-62.795906,0.21869494,,51.609722,-1.2163299,2491155f_jiayuguan_airport_to_lanzhou_zhongchuan_international_airport.csv,86.55639,35.030365,24910238_tokyo_narita_international_airport_to_san_francisco_international_airport.csv
-45.416172,58.196556,24910c4b_beijing_capital_international_airport_to_beijing_capital_international_airport.csv,14.971228,-85.43877,24913c3e_brownsville_south_padre_island_international_airport_to_alexandria_international_airport.csv,-71.30269,-26.487469,,29.325191,-25.040358,2491054b_chicago_o'hare_international_airport_to_cincinnati_northern_kentucky_international_airport.csv,87.43125,36.118008,24911759_melbourne_airport_to_los_angeles_international_airport.csv
-10.492399,46.85644,249133ca_alicante_airport_to_alicante_airport.csv,47.307987,-35.629257,2491238a_anchorage_ted_stevens_international_airport_to_cincinnati_northern_kentucky_international_airport.csv,-62.460564,-2.9570754,,-27.118446,-78.10598,24912f5e_islamabad_international_airport_to_lahore_allama_iqbal_international_airport.csv,61.087727,-29.195692,24911772_seoul_incheon_international_airport_to_lisbon_humberto_delgado_airport.csv
43.082,48.095882,24910032_hobart_international_airport_to_hobart_international_airport.csv,-3.7742994,-53.516792,24910bf9_chiang_mai_international_airport_to_bangkok_suvarnabhumi_airport.csv,-71.04863,-38.74957,,21.651247,-20.702192,249129d8_adampur_airport_to_delhi_indira_gandhi_international_airport.csv,82.5973,32.38226,249110fc_hong_kong_international_airport_to_dallas_fort_worth_international_airport.csv
-38.836056,59.594498,24910553_denver_rocky_mountain_metropolitan_airport_to_cheyenne_regional_airport.csv,52.37205,-40.678204,2491160a_dublin_airport_to_washington_dulles_international_airport.csv,-67.9706,-23.87682,,73.06433,22.5812,24911f5c_qui_nhon_phu_cat_airport_to_ho_chi_minh_city_international_airport.csv,87.74496,36.4776,24911d7c_yokota_afb_to_elmendorf_afb.csv
17.34103,17.857151,2491187d_haifa_airport_to_tel_aviv_ben_gurion_international_airport.csv,-25.368195,22.522602,24910f92_changsha_huanghua_international_airport_to_sanya_phoenix_international_airport.csv,-61.640846,-38.491184,,74.40244,5.0202274,2491351c_xining_caojiabao_airport_to_xi'an_xianyang_international_airport.csv,87.45618,34.011864,24912a32_misawa_airport_to_seattle_tacoma_international_airport.csv
27.131023,21.598677,24911b06_caloundra_airport_to_caloundra_airport.csv,6.2484164,-51.402252,24910987_xi'an_xianyang_international_airport_to_beijing_capital_international_airport.csv,-59.875225,-37.82295,,-31.504803,-77.82069,249103dc_urmia_airport_to_tehran_mehrabad_international_airport.csv,82.723724,32.689533,24913e7a_seoul_incheon_international_airport_to_detroit_metropolitan_wayne_county_airport.csv
-45.151417,60.583687,249136f9_wagga_wagga_airport_to_bankstown_airport.csv,-20.436455,20.001017,24911246_hohhot_baita_international_airport_to_hailar_hulunbuir_airport.csv,-54.22493,-9.590357,,29.125635,-24.79043,24910643_queretaro_international_airport_to_mexico_city_international_airport.csv,82.319824,31.944862,24911380_shanghai_pudong_international_airport_to_toronto_pearson_international_airport.csv
-45.41613,37.189415,24910663_cairns_airport_to_lockhart_river_airport.csv,0.3490309,6.9392333,24910782_guangyuan_panlong_airport_to_hangzhou_xiaoshan_international_airport.csv,-77.68849,-14.730804,,44.05384,-3.8503113,24912bdc_jinan_yaoqiang_international_airport_to_quanzhou_jinjiang_airport.csv,84.12808,33.91468,24910fbb_shanghai_pudong_international_airport_to_los_angeles_international_airport.csv
-36.704357,62.44739,24910309_san_bernardino_international_airport_to_apple_valley_airport.csv,16.50478,-81.69991,24910b0d_gothenburg_landvetter_airport_to_tallinn_lennart_meri_airport_.csv,-68.38573,-11.469576,,73.31601,6.3861394,24912a48_shanghai_pudong_international_airport_to_dalian_zhoushuizi_international_airport.csv,82.6933,36.42472,24911a63_los_angeles_international_airport_to_seoul_incheon_international_airport.csv
-46.099163,61.94643,249138ee_augsburg_airport_to_memmingen_airport.csv,7.6203127,-15.940777,24912398_nampula_airport_to_lichinga_airport.csv,-55.655785,22.380249,,21.383215,-20.763603,24911278_shenzhen_bao'an_international_airport_to_zhanjiang_airport.csv,85.701904,33.231625,24913583_seattle_tacoma_international_airport_to_taiwan_taoyuan_international_airport.csv
-18.823551,47.267517,24911187_melbourne_moorabbin_airport_to_melbourne_moorabbin_airport.csv,-19.257889,-11.768749,24913464_osaka_kansai_international_airport_to_wuxi_sunan_shuofang_international_airport.csv,-66.27718,-38.474457,,-29.126822,-43.945473,2491265b_naberezhnye_chelny_begishevo_airport_to_kazan_international_airport.csv,84.53572,33.54558,24912c87_mexico_city_international_airport_to_tokyo_narita_international_airport.csv
-38.128304,59.65892,24910ffe_addis_ababa_bole_airport_to_addis_ababa_bole_airport.csv,-29.539728,-9.74727,24911c31_nanjing_lukou_international_airport_to_guangzhou_baiyun_international_airport.csv,-87.23671,-13.4987135,,36.9188,-11.764017,249138cc_wenzhou_longwan_international_airport_to_guiyang_longdongbao_international_airport.csv,84.0726,33.106144,24913c7d_memphis_international_airport_to_tokyo_narita_international_airport.csv
-44.338528,45.90846,24913361_wexford_county_airport_to_saginaw_mbs_international_airport.csv,-2.681809,-37.573803,249128ef_xi'an_xianyang_international_airport_to_guangzhou_baiyun_international_airport.csv,-53.959133,-35.070854,,38.83591,-14.735722,24911f3c_zagreb_franjo_tudman_airport_to_amsterdam_schiphol_airport.csv,84.78352,33.674206,249129b8_san_francisco_international_airport_to_taiwan_taoyuan_international_airport.csv
-43.969345,38.094128,249108f0_logan_cache_airport_to_logan_cache_airport.csv,-31.580423,-5.9498067,249117a6_hanoi_noi_bai_international_airport_to_da_nang_international_airport.csv,-68.58911,-4.8626666,,39.009453,-14.858151,249129af_rankin_inlet_airport_to_winnipeg_international_airport.csv,82.0718,31.727844,24911f81_chicago_o'hare_international_airport_to_amsterdam_schiphol_airport.csv
-23.711664,55.5865,2491355c_albi_le_sequestre_airport_to_castres_mazamet_airport.csv,-23.795225,21.985224,2491125b_harbin_taiping_international_airport_to_qingdao_liuting_international_airport.csv,-67.65013,-22.776545,,73.16812,20.595701,249117bf_naha_airport_to_ishigaki_new_airport.csv,82.63262,36.25974,24911987_beijing_capital_international_airport_to_los_angeles_international_airport.csv
30.12611,33.723183,2491067a_zamboanga_international_airport_to_cotabato_awang_airport.csv,34.047077,-44.620514,249104af_leipzig_halle_airport_to_dubai_international_airport.csv,-69.24047,7.709264,,66.04304,13.689754,24911493_hangzhou_xiaoshan_international_airport_to_guangzhou_baiyun_international_airport.csv,61.41266,-29.134058,24910f43_doha_hamad_international_airport_to_chicago_o'hare_international_airport.csv
-7.4206862,44.38983,24910a1f_charleston_executive_airport_to_savannah_hilton_head_international_airport.csv,7.246145,11.085105,24913631_lanzhou_zhongchuan_international_airport_to_chengdu_shuangliu_international_airport.csv,-69.29488,-39.75882,,22.575415,-15.82895,249131ae_changsha_huanghua_international_airport_to_fuzhou_changle_international_airport.csv,82.31163,32.011444,24911270_toronto_pearson_international_airport_to_guangzhou_baiyun_international_airport.csv
-20.938639,61.664818,24913aea_maribor_airport_to_ljubljana_joze_pucnik_airport.csv,-32.589645,17.345411,24910c87_hanoi_noi_bai_international_airport_to_da_nang_international_airport.csv,-82.34228,-17.558743,,-28.908041,-42.20328,249105e5_jayapura_sentani_airport_to_wamena_airport.csv,85.90146,33.250267,2491016b_seoul_incheon_international_airport_to_los_angeles_international_airport.csv
-21.27852,57.810444,24915020_burlington_international_airport_to_saranac_lake_adirondack_regional_airport.csv,-7.4298134,-27.88691,24912117_shenzhen_bao'an_international_airport_to_xi'an_xianyang_international_airport.csv,-62.801395,-0.89449084,,68.8865,11.209934,24912956_zhengzhou_xinzheng_international_airport_to_guangzhou_baiyun_international_airport.csv,88.71983,36.23911,2491384e_auckland_airport_to_san_francisco_international_airport.csv
33.62586,47.551807,249139ea_aalborg_airport_to_sindal_airport.csv,33.6669,-87.3462,24911d6a_santiago_international_airport_to_antofagasta_international_airport.csv,-49.41034,-30.811312,,17.948769,-20.696327,24912639_yulin_yuyang_airport_to_xi'an_xianyang_international_airport.csv,88.34672,33.923492,24911b84_anchorage_ted_stevens_international_airport_to_seoul_incheon_international_airport.csv
-17.522259,47.860466,24912875_perpignan_rivesaltes_airport_to_perpignan_rivesaltes_airport.csv,-28.83047,-10.774425,24913e86_nanjing_lukou_international_airport_to_guangzhou_baiyun_international_airport.csv,-80.993416,7.8708076,,39.9256,-23.687538,24912237_wellington_international_airport_to_christchurch_international_airport.csv,87.41274,35.287937,249124f8_anchorage_ted_stevens_international_airport_to_taiwan_taoyuan_international_airport.csv
32.97434,25.433662,24910a0c_merced_municipal_airport_to_merced_municipal_airport.csv,13.352549,-85.00556,24911eb9_geneva_international_airport_to_prague_vaclav_havel_airport.csv,-64.95178,-25.366728,,-16.169226,-66.26397,249108b2_jeju_international_airport_to_cheongju_international_airport.csv,61.565643,-29.109915,24913f82_memphis_international_airport_to_dubai_international_airport.csv
-3.591149,43.919636,249138a6_trondheim_vaernes_airport_to_trondheim_vaernes_airport.csv,16.552,-78.2315,24911173_mumbai_chhatrapati_shivaji_international_airport_to_patna_jay_prakash_narayan_international_airport.csv,-62.15136,-13.073272,,49.111282,1.9466089,24913669_darwin_international_airport_to_gove_airport.csv,88.45388,34.372643,24911f40_anchorage_ted_stevens_international_airport_to_osaka_kansai_international_airport.csv
8.705573,29.105883,24913039_strasbourg_airport_to_basel_mulhouse-freiburg_euroairport.csv,33.486305,-72.21488,2491260e_mumbai_chhatrapati_shivaji_international_airport_to_dubai_international_airport.csv,-85.54812,16.605509,,-34.604336,-47.46504,24912ef6_frankfurt_egelsbach_airport_to_berlin_tegel_airport.csv,88.30087,36.46559,24911372_nadi_international_airport_to_los_angeles_international_airport.csv
16.459328,15.887264,249107ba_halls_creek_airport_to_halls_creek_airport.csv,17.016232,-52.54572,24910a72_tianjin_binhai_international_airport_to_sanya_phoenix_international_airport.csv,-85.34922,17.466352,,-30.17139,-73.73011,2491248b_el_paso_international_airport_to_show_low_regional_airport.csv,61.574562,-29.230938,24910b91_chicago_o'hare_international_airport_to_doha_hamad_international_airport.csv
-1.5609777,36.56149,249134ab_lelystad_airport_to_soesterberg.csv,44.63708,-42.754936,249102e0_dubai_international_airport_to_frankfurt_airport.csv,-55.67489,23.012579,,30.957123,-2.0298097,24913231_yantai_penglai_international_airport_to_ningbo_lishe_international_airport.csv,84.04343,33.93795,24912bc8_los_angeles_international_airport_to_taiwan_taoyuan_international_airport.csv
-46.122887,37.138763,24910501_rabaul_airport_to_hoskins.csv,0.97574896,7.41402,2491039a_guangzhou_baiyun_international_airport_to_hangzhou_xiaoshan_international_airport.csv,-51.972084,-16.305033,,83.455635,11.739084,249132a5_jeju_international_airport_to_seoul_gimpo_international_airport.csv,82.41742,32.115845,249114ee_toronto_pearson_international_airport_to_taiwan_taoyuan_international_airport.csv
-17.80506,46.050655,24912160_mianyang_nanjiao_airport_to_mianyang_nanjiao_airport.csv,49.417618,-60.067547,249111c2_tokyo_narita_international_airport_to_taiwan_taoyuan_international_airport.csv,-66.84912,-28.773682,,73.497604,13.4605465,24912edb_cairns_airport_to_brisbane_airport.csv,82.78769,37.451103,249103f9_anchorage_ted_stevens_international_airport_to_seoul_incheon_international_airport.csv
43.21766,43.766563,2491333b_glasgow_international_airport_to_glasgow_international_airport.csv,-1.1107405,-54.13443,249115e6_ho_chi_minh_city_international_airport_to_vinh_airport.csv,-60.564964,-38.281715,,27.33707,-16.973673,24912c5d_kassel_calden_airport_to_rostock_laage_airport.csv,60.76441,-29.034678,249111c7_dubai_international_airport_to_toronto_pearson_international_airport.csv
-47.785347,62.66175,24912518_zurich_airport_to_bern_airport.csv,-27.33532,-6.3712764,2491180c_sao_vang_tho_xuan_airport_to_ho_chi_minh_city_international_airport.csv,-49.876053,-15.711094,,-16.43132,-80.55474,24913e0e_delhi_indira_gandhi_international_airport_to_jaipur_airport.csv,85.24934,33.338005,2491191d_los_angeles_international_airport_to_seoul_incheon_international_airport.csv
7.738991,23.703989,249101d0_miyazaki_airport_to_miyazaki_airport.csv,7.7593584,12.534222,24910624_munich_airport_to_ljubljana_joze_pucnik_airport.csv,-54.83963,-28.812433,,52.370613,5.1803412,249108bf_haikou_meilan_international_airport_to_wuhan_tianhe_international_airport.csv,82.756096,36.06637,2491370d_shanghai_pudong_international_airport_to_san_francisco_international_airport.csv
-38.595695,65.57223,249112aa_nuremberg_airport_to_bremen_airport.csv,-13.989615,-9.596621,24910b01_chongqing_jiangbei_international_airport_to_lhasa_gonggar_airport.csv,-61.16015,25.87562,,-42.179554,-68.06855,24911f86_barcelona_el_prat_airport_to_palma_de_mallorca_airport.csv,88.62519,34.29256,24910108_tokyo_narita_international_airport_to_anchorage_ted_stevens_international_airport.csv
18.421144,33.33897,24913a78_roskilde_airport_to_copenhagen_sea_airport.csv,41.930626,-55.50824,24912854_bucharest_henri_coanda_international_airport_to_tangier_ibn_battouta_airport.csv,-77.24121,-0.11138463,,32.765244,-9.036931,24910ea8_shenzhen_bao'an_international_airport_to_guiyang_longdongbao_international_airport.csv,87.844,36.17934,24913ba6_anchorage_ted_stevens_international_airport_to_osaka_kansai_international_airport.csv
-20.586512,55.226055,24911a4d_shanghai_hongqiao_international_airport_to_wuxi_sunan_shuofang_international_airport.csv,17.661692,-81.61709,24911dfc_kuala_lumpur_international_airport_to_kuching_international_airport.csv,-55.601574,20.736284,,-18.234068,-80.32842,24910fd2_christchurch_international_airport_to_invercargill_airport.csv,88.04562,34.534035,249113c6_seoul_incheon_international_airport_to_anchorage_ted_stevens_international_airport.csv
1.7741187,38.591602,24911f11_copenhagen_sea_airport_to_aarhus_sea_airport.csv,10.044714,-51.32635,24910285_jinan_yaoqiang_international_airport_to_harbin_taiping_international_airport.csv,-79.13753,-14.545517,,17.940659,-23.40955,249125a0_cheongju_international_airport_to_jeju_international_airport.csv,83.00896,37.11575,249117f4_shanghai_pudong_international_airport_to_anchorage_ted_stevens_international_airport.csv
-6.7700253,36.594303,249121e2_antwerp_international_airport_to_brussels_airport.csv,-5.8998804,-36.333412,24911a71_shenzhen_bao'an_international_airport_to_kunming_changshui_international_airport.csv,-63.726406,-22.760128,,47.304153,-14.154442,24910550_qingdao_liuting_international_airport_to_shanghai_hongqiao_international_airport.csv,87.43998,35.923878,2491141b_anchorage_ted_stevens_international_airport_to_seoul_incheon_international_airport.csv
-26.311684,58.407383,24913016_zurich_airport_to_bern_airport.csv,3.6217887,-74.504326,249121d3_hanoi_noi_bai_international_airport_to_ho_chi_minh_city_international_airport.csv,-48.172573,-20.40304,,68.40869,-4.2515736,24911191_nantong_xingdong_airport_to_chongqing_jiangbei_international_airport.csv,85.42718,36.758602,249121d2_honolulu_international_airport_to_seoul_incheon_international_airport.csv
40.24235,36.142056,2491038f_ras_al_khaimah_international_airport_to_ras_al_khaimah_international_airport.csv,29.404919,-53.936687,249102f1_chicago_o'hare_international_airport_to_los_angeles_international_airport.csv,-68.33123,-40.76975,,83.515785,11.392428,2491015d_jeju_international_airport_to_seoul_gimpo_international_airport.csv,87.320755,34.828728,2491043c_hong_kong_international_airport_to_anchorage_ted_stevens_international_airport.csv
-21.927704,59.995796,24910c86_mianyang_nanjiao_airport_to_mianyang_nanjiao_airport.csv,52.752934,-58.462097,249134b8_tokyo_narita_international_airport_to_guam_antonio_b._won_pat_international_airport.csv,-81.86767,-2.6401963,,29.307917,-9.094899,249119a1_wuhan_tianhe_international_airport_to_wenzhou_longwan_international_airport.csv,82.23174,31.861094,2491064c_shanghai_pudong_international_airport_to_new_york_john_f._kennedy_international_airport.csv
2.009751,24.820618,24915007_siegen_siegerland_airport_to_cologne_bonn_airport.csv,-24.906734,-14.6643505,24913e9d_jieyang_chaoshan_international_airport_to_tianjin_binhai_international_airport.csv,-90.07163,-10.330874,,27.61122,-17.074945,249109e4_bangkok_don_mueang_international_airport_to_khon_kaen_airport.csv,82.52961,37.636654,24913448_tokyo_narita_international_airport_to_los_angeles_international_airport.csv
24.935593,57.23028,2491381f_emden_airport_to_norderney_airport.csv,-6.938611,-23.157305,249137ed_louisville_international_airport_to_new_york_john_f._kennedy_international_airport.csv,-44.52399,5.6101985,,-28.85103,-43.817623,249137ab_billings_logan_international_airport_to_butte_bert_mooney_airport.csv,82.228424,32.458767,24912338_beijing_capital_international_airport_to_toronto_pearson_international_airport.csv
-43.60619,46.87785,24913a1f_athens_eleftherios_venizelos_to_mykonos_island_national_airport.csv,30.698032,-58.320747,24911aef_manaus_eduardo_gomes_international_airport_to_sao_paulo_guarulhos_international_airport.csv,-80.87896,-4.451887,,58.75016,9.889775,249104cd_urumqi_diwopu_international_airport_to_aksu_airport.csv,82.745544,37.106716,2491333e_tokyo_haneda_international_airport_to_los_angeles_international_airport.csv
18.597826,22.290762,24911237_elizabethtown_regional_airport_to_elizabethtown_regional_airport.csv,-11.389971,-39.960106,249132fb_ordos_ejin_horo_airport_to_lanzhou_zhongchuan_international_airport.csv,-67.20385,-22.419615,,-25.409548,-44.26905,24910d3b_port_hedland_international_airport_to_karratha_airport.csv,82.09231,38.078903,2491046f_shanghai_pudong_international_airport_to_los_angeles_international_airport.csv
-7.174408,32.615353,24912ad8_antwerp_international_airport_to_brussels_airport.csv,-23.51626,29.418198,24913b8c_nanjing_lukou_international_airport_to_chengdu_shuangliu_international_airport.csv,-54.353527,-17.342247,,-21.828854,-73.82462,24912042_aksu_airport_to_urumqi_diwopu_international_airport.csv,82.63067,35.983654,24911965_los_angeles_international_airport_to_guangzhou_baiyun_international_airport.csv
23.180658,51.012672,249126cf_kortrijk_wevelgem_international_airport_to_kortrijk_wevelgem_international_airport.csv,-10.342138,-1.2368909,24913471_haikou_meilan_international_airport_to_zhengzhou_xinzheng_international_airport.csv,-61.153553,-9.002281,,37.087242,-18.41759,24911d1c_shijiazhuang_zhengding_international_airport_to_hohhot_baita_international_airport.csv,83.632774,33.563835,249120b4_los_angeles_international_airport_to_hong_kong_international_airport.csv
27.120464,17.983059,24910255_hayward_executive_airport_to_hayward_executive_airport.csv,51.107758,-56.11633,24910b82_el_paso_international_airport_to_miami_international_airport.csv,-80.08675,-28.6868,,64.78596,17.478018,24911182_jakarta_soekarno_hatta_international_airport_to_dili_presidente_nicolau_lobato_international_airport.csv,87.6636,35.808517,24913b66_anchorage_ted_stevens_international_airport_to_seoul_incheon_international_airport.csv
12.573394,32.542885,2491226e_roskilde_airport_to_copenhagen_airport.csv,45.832176,-50.932587,24910ee0_shenzhen_bao'an_international_airport_to_bishkek_manas_international_airport.csv,-66.902176,-39.26373,,32.191853,-2.2990282,249106d4_kunming_changshui_international_airport_to_ninglang_luguhu_airport.csv,87.65999,34.254814,24910426_hong_kong_international_airport_to_anchorage_ted_stevens_international_airport.csv
29.025984,21.852856,24913347_linkoping_city_airport_to_linkoping_city_airport.csv,47.59083,-66.18627,24910fd3_lhasa_gonggar_airport_to_xi'an_xianyang_international_airport.csv,-80.82303,-29.351835,,-43.65659,-64.42623,249121af_dunedin_international_airport_to_christchurch_international_airport.csv,60.714264,-28.80337,24913d71_louisville_international_airport_to_dubai_international_airport.csv
-2.6324425,33.831665,24910b08_kahului_airport_to_kaunakakai_molokai_airport.csv,53.284378,-57.13632,24912985_london_oxford_airport_to_bodo_airport.csv,-93.506256,-7.8741016,,-31.698908,-79.64041,2491096d_mount_hagen_airport_to_port_moresby_jacksons_international_airport.csv,84.75756,36.8739,249135f5_shanghai_pudong_international_airport_to_vancouver_international_airport.csv
-45.926353,48.845116,2491119b_turku_airport_to_stockholm_vasteras_hasslo_airport.csv,14.701944,-52.981297,249115a6_yinchuan_hedong_international_airport_to_xiamen_gaoqi_international_airport.csv,-50.77939,-3.7894351,,67.94294,-6.880745,2491132d_nanjing_lukou_international_airport_to_xi'an_xianyang_international_airport.csv,88.367325,33.71245,249139a1_shanghai_pudong_international_airport_to_anchorage_ted_stevens_international_airport.csv
21.682985,39.14077,24912b49_toussus-le-noble_airport_to_paris_le_bourget_airport.csv,-0.7733861,-42.655178,249127b5_fuzhou_changle_international_airport_to_liuzhou_bailian_airport.csv,-71.87882,27.28802,,-36.104317,-60.39445,24911f7b_heho_airport_to_tachilek_airport.csv,84.3521,33.49679,24912e21_los_angeles_international_airport_to_nanjing_lukou_international_airport.csv
-4.6660285,31.49497,24913ced_kemble_cotswold_airport_to_raf_brize_norton.csv,-16.648417,-27.830814,24911b13_da_nang_international_airport_to_hanoi_noi_bai_international_airport.csv,-54.882652,-32.63198,,60.676113,14.154237,24910186_shanghai_hongqiao_international_airport_to_changsha_huanghua_international_airport.csv,84.453156,33.976624,249109ac_seoul_incheon_international_airport_to_los_angeles_international_airport.csv
-12.339125,39.715664,24912fc6_mianyang_nanjiao_airport_to_mianyang_nanjiao_airport.csv,57.947807,-30.714783,24910b7f_leipzig_halle_airport_to_shanghai_pudong_international_airport.csv,-65.91951,-13.631577,,68.75304,17.733501,24913ffb_xi'an_xianyang_international_airport_to_chengdu_shuangliu_international_airport.csv,88.1567,33.979996,24910e54_shanghai_pudong_international_airport_to_anchorage_ted_stevens_international_airport.csv
27.147736,30.02471,24913541_oslo_sandefjord_airport_to_oslo_sandefjord_airport.csv,3.720555,-75.77006,24912d20_hanoi_noi_bai_international_airport_to_phu_quoc_international_airport.csv,-69.36086,-39.329407,,63.705853,12.392566,24910450_beijing_capital_international_airport_to_yinchuan_hedong_international_airport.csv,84.04837,33.86811,249127a7_los_angeles_international_airport_to_taiwan_taoyuan_international_airport.csv
-7.482398,44.28034,24912b36_vaxjo_smaland_airport_to_gothenburg_city_airport.csv,-28.125227,-7.204306,24912228_moscow_sheremetyevo_international_airport_to_st._petersburg_pulkovo_airport.csv,-46.183228,10.5963335,,17.859135,-24.712248,249113bf_busan_gimhae_international_airport_to_seoul_gimpo_international_airport.csv,87.70776,35.486988,24911841_anchorage_ted_stevens_international_airport_to_seoul_incheon_international_airport.csv
-10.783068,40.971275,249139f2_seattle_boeing_field_to_olympia_regional_airport.csv,38.492332,-54.771713,24913227_louisville_international_airport_to_spokane_international_airport.csv,-48.672207,9.050916,,67.79365,18.405354,2491205d_shanghai_hongqiao_international_airport_to_fuzhou_changle_international_airport.csv,84.46777,33.491028,249127b1_vancouver_international_airport_to_hong_kong_international_airport.csv
-38.756508,65.82551,249125b8_bielefeld_airport_to_augsburg_airport.csv,0.733947,-68.88221,2491181c_oslo_gardermoen_airport_to_molde_aro_airport.csv,-64.51528,-28.090818,,-37.419685,-48.00229,249108db_orsta_volda_airport_to_sogndal_airport.csv,88.04565,34.338406,249104d4_seoul_incheon_international_airport_to_anchorage_ted_stevens_international_airport.csv
